acquisition_channel,cancel_year_month,duration_month,fiber_or_adsl,has_retention,offer,recruit_year_month,sub_offer,total_bill,churn
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,5240,N
phone,2016-11,10,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,430,N
outgoing call - promo,2018-11,34,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1120,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,2430,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2980,N
online,2019-10,45,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2430,N
outgoing call - promo,2018-10,21,fiber,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,50,N
outgoing call - promo,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2520,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2630,N
online,2020-11,58,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2500,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2050,N
outgoing call - promo,2018-05,16,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,430,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1150,N
outgoing call - promo,2018-05,28,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,670,N
outgoing call - promo,2019-10,33,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1000,N
pos,2018-03,14,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,690,N
online,2016-01,0,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,N
online,2020-10,57,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2670,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2450,N
outgoing call - promo,2019-03,26,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1630,N
outgoing call - promo,2017-06,5,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,N
phone,2016-06,5,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,N
online,2016-08,7,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,190,N
online,2020-09,56,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2300,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2690,N
online,2018-05,28,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1310,N
online,2016-10,9,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,360,N
online,2019-11,34,fiber,TRUE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1220,N
online,2017-08,7,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,290,N
online,2016-01,0,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2810,N
online,2019-12,47,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2010,N
outgoing call - promo,2019-06,41,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2070,N
pos,N/A,N/A,fiber,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2830,N
pos,2016-02,1,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,N
phone,2017-01,12,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,540,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3020,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2890,N
outgoing call - promo,2018-02,13,fiber,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,180,N
phone,2016-12,11,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,630,N
phone,N/A,N/A,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,3790,N
phone,2021-01,60,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3600,N
online,2018-01,24,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1920,N
outgoing call - promo,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2020,N
outgoing call - promo,2018-06,17,fiber,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,340,N
phone,2017-05,4,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,N
phone,2020-12,47,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2360,N
outgoing call - promo,2018-10,21,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,760,N
online,2016-06,5,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,190,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1950,N
outgoing call - promo,2018-02,13,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,450,N
online,N/A,N/A,fiber,TRUE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2630,N
phone,2019-05,28,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1220,N
outgoing call - promo,2018-09,20,fiber,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,490,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2900,N
outgoing call - promo,2018-12,35,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1340,N
phone,N/A,N/A,fiber,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2940,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3020,N
pos,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2580,N
online,2021-01,60,fiber,TRUE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2450,N
outgoing call - promo,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2070,N
online,2021-03,62,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3010,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2610,N
pos,2017-07,6,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,270,N
phone,2019-06,41,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1920,N
phone,2018-04,15,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,710,N
outgoing call - promo,2016-01,0,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,N
pos,2017-02,1,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,90,N
outgoing call - promo,2017-11,10,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,110,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2500,N
outgoing call - promo,2019-09,44,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1430,N
online,N/A,N/A,fiber,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,3620,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3020,N
phone,N/A,N/A,fiber,TRUE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,4010,N
pos,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2470,N
pos,2016-09,8,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,390,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3580,N
outgoing call - promo,2018-07,18,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,320,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,2760,N
phone,2020-11,46,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1930,N
online,2017-01,12,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,510,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,5190,N
phone,2017-10,9,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,430,N
pos,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2450,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2490,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2650,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2800,N
phone,2021-03,62,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3770,N
phone,2020-06,53,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3210,N
phone,2017-10,9,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,340,N
phone,2018-02,13,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,660,N
online,2016-05,4,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,40,N
online,2021-06,65,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,4470,N
online,2017-05,4,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,N
online,2017-02,13,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,560,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3230,N
phone,2016-06,5,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,350,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2400,N
phone,2020-05,40,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1710,N
phone,2019-04,27,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1320,N
pos,2018-04,27,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1130,N
online,2019-01,24,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1170,N
pos,2017-09,20,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,610,N
phone,2018-10,33,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1460,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2730,N
outgoing call - promo,2018-05,16,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1510,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2950,N
online,2016-03,2,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,140,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,4130,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2520,N
outgoing call - promo,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2130,N
pos,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2430,N
online,2019-03,38,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2040,N
online,2017-10,21,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,870,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2860,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2440,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2560,N
outgoing call - promo,2019-03,38,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1190,N
phone,2018-06,29,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1200,N
pos,2019-06,41,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1630,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1970,N
online,2020-11,46,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1940,N
phone,2020-03,38,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2880,N
outgoing call - promo,2020-06,41,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1270,N
phone,2016-07,6,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,N
outgoing call - promo,2018-05,16,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,230,N
pos,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,4090,N
phone,N/A,N/A,adsl,TRUE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3050,N
pos,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2850,N
phone,2019-10,33,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1250,N
online,2017-02,1,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2880,N
outgoing call - promo,2019-08,31,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1210,N
phone,2017-05,4,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,50,N
pos,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2860,N
pos,2017-08,7,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,310,N
outgoing call - promo,2018-02,13,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,210,N
online,2017-12,11,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,350,N
phone,2016-03,2,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,N
outgoing call - promo,2018-11,22,fiber,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,510,N
phone,2016-09,8,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,210,N
phone,2019-11,46,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2270,N
pos,N/A,N/A,fiber,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2740,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2370,N
online,2016-02,1,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2440,N
online,2018-05,28,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1540,N
pos,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2440,N
pos,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2460,N
phone,2019-03,26,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1220,N
pos,2020-09,56,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2600,N
online,2017-06,5,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,N
phone,2017-02,1,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2430,N
phone,2017-10,9,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,210,N
pos,N/A,N/A,fiber,TRUE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2400,N
phone,2017-12,23,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,900,N
phone,2021-11,70,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2870,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,4830,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2910,N
online,2018-04,15,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,950,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,990,N
pos,2018-06,17,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,810,N
outgoing call - promo,2020-02,37,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,910,N
phone,2016-08,7,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,380,N
phone,2017-06,17,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,930,N
phone,2016-09,8,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,200,N
online,2021-10,69,adsl,TRUE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2670,N
outgoing call - promo,2018-04,15,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,250,N
